username,clientes
quintoandarindicaai,quinto andar
https://www.instagram.com/bancobv.suporte/,bv financeira
amedlgital.club,ame digital
atendimentoexclusivo.site,desconhecido
test.quitacaobancopan.quitacaobv.com,banco pan
mercado-ameericanas.com,americanas
www.mercadolivrei.com.br,mercado livre
bradescoativa.chat,bradesco
https://www.instagram.com/deliveryifoodnow/,ifood
vwemitirquitacao.com,desconhecido
https://lb-contasimplesapp.com/conectar/account/,conta simples
https://www.instagram.com/c6bankofcbr/,c6 bank
__evemachry,desconhecido
lucascostat1,cosan
americanas_ubatuba,americanas
rafaelcaria,desconhecido
ifoodnortesc,ifood
assessoriaymore.com,santander
https://www.instagram.com/felipeconsorcio21/,desconhecido
www.pontosbradescogo.com,bradesco
ofertasdescontoamericanas.com,americanas
https://www.instagram.com/brasilifoodcupom/,ifood
*.retireseuspontosliveloaqui.info,livelo
bancosantander2020.org,santander
willcastroallves,will bank
atualizacaobvboletos.com,bv financeira
https://homepage-apppaguevelozentre.com/#/?_ga=xxfCIww9MlSxRO5qeTIF&op=C8XYz0YMK8buT92RlFYSlV3bR0ReSMJciLORtMZpglVadbs18irOvvnFoBhOffJDXaZFx051txMUBxZyiYlXlqEhv6pCVGPODLMJZNYfkKetRP1ZCUGBls8d6ljtzBAO20xA2AVSRrFLAbGUOYMgauKkNMxfoxGna1N2LNy7oK,desconhecido
https://napkforpc.com/app/br.com.grupovamos.vamosavaliar/vamos-seminovos/,desconhecido
https://www.instagram.com/time_neon_sac/,neon
https://www.instagram.com/comgasbr_suport/,comgas
americanasbr23.com,americanas
webbrapessoajuridicads.com,banco do brasil
*.xn--americanasmarodeofertas-99b.com,americanas
clube-bancobradesco.clubedevantagenspontos.com,bradesco
consorciobradesco.com,bradesco
cabydebt.com,desconhecido
moduloprotetivobradesco.com,bradesco
*.gerenciador-financeirobb.online,banco do brasil
https://www.assessoriaquita.com/,desconhecido
sni.cloudflaressl.com,desconhecido
quintoandar_virtual_tp,quinto andar
ne12netempresas.navegadorbradescnetempresa.online,bradesco
kopenhagen_bahia,kopenhagen
suellensantos2970,desconhecido
pix-bradesco-homologa.pfacil.com.br,bradesco
http://apiquery.cieloecommerce.sielo.com.br/,cielo
https://centralemprestimos.com/,c6 bank
https://www.instagram.com/maquininha.c6pay/,c6 bank
c6ofi_cial,c6 bank
mercado_pago.br_____,mercado livre
https://ib-contasimplesweb.com/simples/account/,conta simples
53925955914,desconhecido
santander_abreconta,santander
luizmatiaspetrobras,petrobras
https://twitter.com/IfoodCupomBR,ifood
*.cartaobradesco.com,bradesco
grupojlsalves,desconhecido
allianzsegurosfranciscohidalgo,safra
ifood.lencoispaulista,ifood
https://www.instagram.com/contatoolineon/,neon
volkswagenbank.com.cn,banco volkswagen
https://www.instagram.com/ifood098/,ifood
bradesco.app.qipu.com.br,bradesco
consorcvol,desconhecido
https://www.instagram.com/claudia_ramoriginal_/,banco original
coporate-centralpjsuportebb.sbs,desconhecido
extralimitdiscounts.com,desconhecido
https://c6consiig.webnode.com/,c6 bank
ifood_ilha,ifood
ifoodvaledojaguaribe,ifood
https://www.happymodapk.ru/meu-viva-sade-drogarias-pacheco-mod/br.com.app.meuvivasaude.descontos.pacheco/,dpsp
mercadolivre_paris,mercado livre
a1bradesco.enviodeboleto.com.br,bradesco
https://twitter.com/InterBrMelissa/,banco inter
https://instagram.com/suporte___ifoodbrasil,ifood
boleto2via.com,desconhecido
lilian_gerenteoriginal,banco original
viajanet5,viajanet
petrobrasfairfund.com,petrobras
www.seguraltabradesco.com.br,bradesco
https://github.com/wearelegendbr/h1038sjancftewj/blob/43074ed80acbd6eb53f9d98a1d1eb7f4edb55233/UrlUpdateWz,c6 bank
kopenhagen_caratinga,kopenhagen
https://bmandfbovespa.br.uptodown.com/android,b3
marketingsantander.com,santander
www.xwc-bradescard.fnis.com.br,bradesco
atacadoloreal,loreal
https://www.instagram.com/c6.__sac/,c6 bank
veronica.c6bank,c6 bank
joaojustodev,desconhecido
https://www.instagram.com/time.neon.01/,neon
CocoaPods,desconhecido
https://www.instagram.com/ifoodgratis162/,ifood
https://www.instagram.com/vitimas_c6bank/,c6 bank
webmail.saudebradesco-sp.com.br,bradesco
https://conecta.bio/financiamento,desconhecido
https://www.instagram.com/sacc6bankonline_24h_/,c6 bank
quintoandar5960.zendesk.com,quinto andar
c6_emprestimosja,c6 bank
*.contasimples-login-br.ml,conta simples
https://www.instagram.com/suportec6bankonline/,c6 bank
vpwassessoria.online,desconhecido
quitacaobv.com.br,bv financeira
https://www.facebook.com/raquelcamargoagenteoriginal,banco original
verificacion-santander.com,santander
https://www.instagram.com/bancooriginal_livialima/,banco original
redfriday-americanas.com,americanas
ruth93johnsonzup,zup
santander.account7-ref2.com,santander
www.hostmaster.nubank.ca,nubank
http://git.gitlab.git.git.elemi.us.cdn-cache-01.server.csgio.com/,desconhecido
safrapay.consultor.leo,safra
dany_fernandes2002,desconhecido
acordoprossegui.com,desconhecido
engajamento_b2w,desconhecido
https://www.tiktok.com/@noreplyc6bank/,c6 bank
cabydebt.com,desconhecido
https://www.instagram.com/daniela_santanaageente/,desconhecido
https://www.apkmirror.com/apk/mercado-libre/mercado-libre-encuentra-tus-marcas-favoritas/mercado-libre-encuentra-tus-marcas-favoritas-10-241-1-release/mercado-libre-compras-online-10-241-1-2-android-apk-download/,mercado livre
https://www.instagram.com/neon.atendimento_sac.br/,neon
https://www.tiktok.com/@c6bankbancodigita/,c6 bank
https://atendimento.mystrikingly.com/,c6 bank
https://bvfinanceira1.wixsite.com/bv-financeira?gclid=EAIaIQobChMInbHIx4q2_AIVDGGRCh3JxwDmEAAYAiAAEgJQZvD_BwE,bv financeira
https://app-contasimples.live/conectar/account/,conta simples
http://power.campfiredocs-pr-1166.campfire.design/,desconhecido
https://distribuidorabeesamb.com.br/,bees
www.bradescosaudeaqui.com.br,bradesco
bradesco.n12empresa.online,bradesco
c6maite,c6 bank
bradesco.chaveseg.com,bradesco
medcelunioestecvel,desconhecido
http://www.sulletracceditraiano.it/,desconhecido
seminovosmovidasantos,movida
https://www.instagram.com/carolinacosta6107/,desconhecido
copel_fibra_revenda,copel
https://www.instagram.com/time_neonajudas_e_suportes/,neon
nubankatendimento01,nubank
santandedrbank.com,santander
bancobradesconetempresa.online,bradesco
https://apkfun.com/down_Shell-Box-pague-combustivel-e-ganhe-vantagens.32541155.html,shell
b3-solucoes.com,b3
bradesco-acesso-diamond.com,bradesco
wws.ib4.contatobradesco.com.br.poo.li,bradesco
ofertasdescontoame.com,ame digital
gnubank.com,nubank
http://leilaorodobens.com/,rodobens
genial_invest_pix,banco genial
https://apkcombo.com/pt/treinamento-de-motoristas/br.com.bigworks.treinamentoraizen/,raizen
bruna.emprestimosbb,banco do brasil
aranilart.com,desconhecido
sni.cloudflaressl.com,desconhecido
www.querosernubank.denishideo.com.br,nubank
https://twitter.com/InterBrEvilyn/,banco inter
willbank0,will bank
bancopan.ai.fragment.blip.ai,banco pan
https://www.instagram.com/c6bankjoinville/,c6 bank
https://www.baixaki.com.br/android/download/inter-pix-cartao-e-conta.htm,banco inter
https://instagram.com/marysilva9687,c6 bank
https://www.centraldeatendimentoc6devolucoesconsig.com/,c6 bank
credito-app-nubank.com,nubank
*.ne12bradnetempresabribpj.com,bradesco
https://www.instagram.com/ifoodbrasilofc/,ifood
http://aaceeinc.com/,desconhecido
c6bankmarcia,c6 bank
wwws.bradescofinanciamentos.com.br,bradesco
https://www.facebook.com/profile.php?id=100089108100292,desconhecido
kopenhagen.cn,kopenhagen
resgateslivelodesco.siteprofissional.com,livelo
https://instagram.com/_ifood244,ifood
atendinento_ao_cliente,desconhecido
reynascosmetic,desconhecido
https://www.facebook.com/karinaanalista.ifood,ifood
https://www.instagram.com/petroguiabrasil/,petrobras
autoatendimenttobb.com,banco do brasil
lojamericanasvarejo.online,americanas
safra-rewards.com,safra
eduardocostac6bank,c6 bank
*.bradescoatendimento.co.ua,bradesco
anericanas.com,americanas
alex._atendente,desconhecido
https://www.tiktok.com/@ifoodifood21/,ifood
https://ib-contasimples-acessocentral.com/cs_app/log?version=71987426999843334142d72926b7212919c4bb4b15744d87558d0b141b2aced2144d26c66a975369e5d5c0807e31c3654142d72926b7212919c4bb4b15744d87558d0b141b2aced2144,conta simples
https://sites.google.com/view/volkswagenfinancial/in%C3%ADcio,banco volkswagen
https://www.instagram.com/ifoodbrsuporte/,ifood
http://www.lizukpe.com/,desconhecido
nubanks.online,nubank
https://www.instagram.com/nichosachii/,desconhecido
belazuppojiu,zup
rededrogariaspacheco,dpsp
https://safra-quitacoes.webnode.page/,safra
*.bancobrasil-livelo.co,banco do brasil
patioleiloessorocaba-sp.com,desconhecido
*.facialnubank.com,nubank
https://www.tiktok.com/@petrobrass/,petrobras
www.avenuecorretora.com.br,avenue
suporte_flaviaa_will,will bank
pj-brdesconetempresas.com,bradesco
suporte_bancopan00162820,banco pan
https://suporteaoclienteonline.com/,desconhecido
resgatandopontoslivelobb.com,banco do brasil
*.cielo.vendamais.ai,cielo
*.bblivelo.site,banco do brasil
bradesco-documentario.oninteractive.com.br,bradesco
mercadolivre.empresaonline.net.br,mercado livre
https://apktada.com/app/com.votorantim.bvpd,bv financeira
mraizen.com,raizen
ifoodmotosuhai.togarantido.com.br,ifood
https://apkfun.com/down_Banco-Inter-conta-digital-completa-e-gratuita.28983658.html,banco inter
http://jordynthemerchandiser.com/,desconhecido
brunafiialho,desconhecido
https://www.instagram.com/c6bank.suporte09/,c6 bank
movidasaoleopoldo,movida
img.bradescard.apctsolutionsmx.com,bradesco
www.ireceemprestimos.ateqipromotora.com.br,desconhecido
americanas-sp.top,americanas
incobel_ambev,ambev
pontoscanalparceriasbb.com.br,banco do brasil
edu.agentedigitaloriginal,banco original
palant,desconhecido
atendimento498,desconhecido
bancopan12.com,banco pan
https://coggle.it/diagram/W3HTcxVEG1INxsTA/t/novos-mercados,mercado livre
danielnhaddadd,desconhecido
https://www.tiktok.com/@ifood.pedeaituc9211/?,ifood
suporte__c6bank__online__24h__,c6 bank
*.mecanismodesegurancabradesprime.com,bradesco
bradescoconsorciados.com,bradesco
https://www.instagram.com/cristane_martinelli/,desconhecido
atendimento_fernanda_banco_pan,banco pan
bradesco.contadigitalfacil.online,bradesco
promocoes_app.americanas,americanas
*.planobradescosegurosaude.com.br,bradesco
cartaodecredito_mercadoonline,mercado livre
https://www.instagram.com/ifood_descont/,ifood
bbmobiledigital.online,banco do brasil
https://movida.ucraft.com.br/,movida
antecipacao_.fgts,desconhecido
originalbanco1,banco original
mercadopagopoint_maracanau,mercado livre
cielo_brasil2023,cielo
con.sorciorodobens,rodobens
bradescresgateseuspontoslivelo.com,bradesco
concursobancodobrasil.bb23,banco do brasil
lp.bradescosaudeparceiro.com.br,bradesco
stellacaristia,desconhecido
bancopanturyofc_,banco pan
https://apptopia.com/google-play/app/br.com.cielo.hyaku/intelligence,cielo
genial_investimentospix,banco genial
https://acesso-01.blogspot.com/acesso/btg,btg pactual
santander.modoajuda.ga,santander
kopenhagen_garden,kopenhagen
http://de.thewildsnack.co/,desconhecido
*.americanasvendas.com,americanas
potencializandovendas,desconhecido
https://wwwconta-simples-app.tecssl.com/cs.jpg/sign-in/us-home/,conta simples
_jusbrasil,jusbrasil
ww1.santanderfinanciamentos.com,santander
concursobbescriturario,banco do brasil
https://apkpure.com/de/bb-seguro-auto/br.com.bbseguros.mobinst,banco do brasil
bancopan______,banco pan
http://raizen-database.com/,raizen
https://www.facebook.com/volkswagenconsocionacional/,banco volkswagen
guilherme_taucciiii,desconhecido
nubank_pgc,nubank
meuclubelivelo.info,livelo
https://github.com/demoraes1/demoraesvpn/blob/f9bfd55d0f5bb9dd70b772e96dc900d9024a6f72/termos.html,c6 bank
avon_brasil2020,desconhecido
vitacoco_nuts,vitacoco
lancome.wa,desconhecido
nubankcredito09,nubank
recompensaslivelobb.eisrangpur.com,banco do brasil
https://www.instagram.com/lopes._agentehigor/,desconhecido
daniella_silvaagente,desconhecido
https://www.instagram.com/c6_.__saac/,c6 bank
https://www.instagram.com/atendentec6bank/,c6 bank
vencorrcapitalc6,c6 bank
www.xn--bancosantner-ftb4607h.com,santander
image.c4fplaycity.com,desconhecido
hostmaster.www.siriolibanes.insttucture.com,sírio-libanês
correspondentemaisbb2023,banco do brasil
bradesconetempresa.iniciaresgate.chat,bradesco
https://www.instagram.com/bvconsig_rr/,bv financeira
https://petrobasinvestment.com/,petrobras
https://www.apkmonk.com/app/br.com.bolha.centrallibrass/,desconhecido
banco-bradesco.pontospremiadoslivelo.com,bradesco
https://www.instagram.com/neon_suporte_e_ajudas_/,neon
maisbbdiamantina,banco do brasil
rodrigoo__maia,desconhecido
www.bradesco.planosdesaudebaratos.com,bradesco
notafiscal.bradesco.dicasmei.com.br,bradesco
https://www.instagram.com/c6bank__.ouvidoria/,c6 bank
cvminvest.com,desconhecido
https://www.instagram.com/ifood__suporteoficial/,ifood
esuquema_nubank11,nubank
clubeliveloebradesco.avcdigital.com.ar,bradesco
americanasb3,americanas
revolt016x,desconhecido
oliveirasilva079,desconhecido
www21.portalsapp.bradesco.com.br,bradesco
quintoandarimovelsp,quinto andar
lonardosilva.bvfinanceira,bv financeira
bb-autoatendimento.com,banco do brasil
chelsea.skinceuticals,skinceuticals
www.portalemprestimopratico.creditopratico.com.br,desconhecido
nellogica_brasil,nelogica
ww1.bancodesantander.com,santander
jusbrasil95,jusbrasil
bancopanrenegocie.com,banco pan
https://instagram.com/i.cupom,ifood
app.santanderway.me,santander
interpj.online,banco inter
esfera-com-vc-acesso-seguro.northeurope.cloudapp.azure.com,desconhecido
https://twitter.com/MicheleBancoIn1,banco inter
https://www.instagram.com/mateusnascimento4982/,desconhecido
https://apkpure.com/kop-club-%E2%80%93-kopenhagen/com.br.kopclub,kopenhagen
americanasri.com,americanas
http://muabannhanhxemay.com/,desconhecido
MichelangeloCali,desconhecido
owa.bradesco.com.br,bradesco
chavedecesso.com,desconhecido
https://www.instagram.com/c6banksuporte7282/,c6 bank
https://c6consignado.comunidades.net/,c6 bank
lojavirtualamericanas.com,americanas
bradescobonusaqui.io,bradesco
www.anbima.becompliance.com,anbima
banco_do_brasil90,banco do brasil
lojasamericanasworkplace.com,americanas
ifood_aguaslindas,ifood
americanas2.com,americanas
correspondentebb_sg,banco do brasil
recompensas-bradescprime1.online,bradesco
https://www.facebook.com/ifooddospets/,ifood
https://www.app.agrosage.com.br/extra/inter/private/Inter_API_Certificado.crt,banco inter
anuncia_quintoandar5,quinto andar
fibraopticacopel,copel
bradesco-acesso-brades.com.ua,bradesco
https://www.instagram.com/suporteifood_br_com/,ifood
https://acesso-minha-conta.br.aptoide.com/app,desconhecido
bradesco.ddns.net,bradesco
https://portalconsultoriaweb.com/?gclid=EAIaIQobChMIrf_fvpDC_AIV9IJbCh3xsA2qEAMYAyAAEgLRgfD_BwE,desconhecido
https://c6bank1.page.link/op3p,c6 bank
https://sites.google.com/view/voikswagenn-sf/p%C3%A1gina-inicial,banco volkswagen
*.assessoriavw.online,desconhecido
bbappresgate.info,banco do brasil
nubanknunuajuda,nubank
cliente_pan_suporte,banco pan
mercado_creditos,mercado livre
https://www.instagram.com/_ifood._.brasil/,ifood
assessoria_paschalloto_bv_,bv financeira
soliciteseucartaobradesco.com.br,bradesco
https://sacvoks.com/,banco volkswagen
emitirblt.com,desconhecido
americanas.saobraz,americanas
c6of.icial,c6 bank
nuinvest2023_,nubank
assessoriacliente.com,desconhecido
showdasojabrevant.com.br,desconhecido
bancodobrasil.icu,banco do brasil
mercado_livreflex,mercado livre
https://sites.google.com/view/volkswagen-atende/in%C3%ADcio?gclid=EAIaIQobChMI3qDoq73p-gIV6hlMCh1zPQHYEAAYASAAEgI4L_D_BwE,banco volkswagen
cpanel.santanderpayment.com,santander
conta-digitalbanc0inter.com,banco inter
https://www.ipingguoyuan.com/app/br.com.meliuz,meliuz
https://www.instagram.com/5kcomifood/,ifood
btgpactual-teste092022.com,btg pactual
atendimentoc6bank_online__,c6 bank
pontosbradescosmile.com,bradesco
CocoaPods,desconhecido
*.app-orignal.fun,banco original
___americanas,americanas
https://www.ciadocreditoconsultorfisicoc6bank.com/,c6 bank
bancooriginal.suporte,banco original
fritadeiras-eletricas-americans.com,americanas
paulo.tarso_5andar,quinto andar
wina_kerastase,desconhecido
genial_investimento_venha,banco genial
stack_spot,desconhecido
bradesco.acuna.tdcredito,bradesco
https://www.memuplay.com/how-to-use-br.com.intermedium-on-pc.html,banco inter
c6bankmarcela,c6 bank
movidaalugueldecarrosbr,movida
https://www.instagram.com/sac.neon_su/,neon
https://www.instagram.com/_menthor_investimentos/,desconhecido
https://www.instagram.com/atendimentos_neon_suportes_aju/,neon
https://instagram.com/descontonoifood20,ifood
https://apkfun.com/down_Movida-aluguel-de-carro-alugar-carro-barato.37038922.html,movida
*.vendasbradescoplanosaude.com.br,bradesco
safrabancoemprestimo23,safra
https://www.procondigitalsp.com/,c6 bank
sky.brasil,desconhecido
suporte_will24horas,will bank
larissaseminovosmovida,movida
https://www.instagram.com/c6bankoficial1/,c6 bank
https://erdroid.com/pt/meliuz-cashback-cartao-de-credito-e-cupons/br.com.meliuz,meliuz
https://www.instagram.com/sac.neon.chat.app/,neon
https://instagram.com/metodosegredosifood,ifood
distribuidor_mercado.pago,mercado livre
https://www.instagram.com/neon_atendimento.sac/,neon
*.consorciosuportevw.com,desconhecido
ek9.santanderfinanciamentos.com.br,santander
willlbank,will bank
safrabancoemprestimo23,safra
http://old.cupomifood.info,ifood
http://tranceupdate.com/,desconhecido
jusbrasil9,jusbrasil
https://atendimento-c6-consig3.webnode.page/,c6 bank
santanderpj.chat,santander
https://mercadolibre.en.uptodown.com/android,mercado livre
CocoaPods,desconhecido
https://www.tiktok.com/@ifood0/,ifood
https://quintoandaranunciar.com.br/,quinto andar
getnethelp.com,desconhecido
https://apkcombo.com/just-emprestimo-online/br.com.justonline/,desconhecido
ultravioletapjnubank,nubank
seguroautobbseguros.com.br,banco do brasil
logiscred.com,desconhecido
www.admin.fnubank.com,nubank
*.clientenubank.com,nubank
*.bancobradesco-prime.com,bradesco
emprestimos_financeira.oficial,bv financeira
banco_pan.suporte.tec,banco pan
bancosafrafinanciamento.com,safra
www.ofertas.beemania.com.br,bees
pt.nubank.com,nubank
emprestimoaymorecreditooutlet.com,santander
acionistas_americanas,americanas
emprestimos_mais_bb,banco do brasil
http://cpcontacts.jian.tblog.o2switch.site/,desconhecido
cupomappl5296,desconhecido
https://www.instagram.com/c6bank22/,c6 bank
https://www.instagram.com/marcosvenanciogerentedigital/,desconhecido
fiananciamentosafra.com,safra
https://www.reneadvocaciabancaria.com/,c6 bank
https://twitter.com/KatarinaBancoI3,banco inter
emprestimogenesis.com,desconhecido
mercadopago_point2023,mercado livre
bb-atendimento.com.br.tecnoprintsp.com.br,banco do brasil
https://es.modapkdown.com/com.br.chocolatesbrasilcacau/com.newmod.chocolates-brasil-cacau-9-20-2/,brasil cacau
www.tiktok.com/@petrobrasw,petrobras
folha-de-saopaulo.com,desconhecido
https://www.instagram.com/annportillho/,desconhecido
mercado_libre_vh,mercado livre
www.pagseguro.ceebr.com.br,pagseguro
tumbala.quintoandar.pt,quinto andar
https://www.instagram.com/renatomimica_/,desconhecido
https://www.instagram.com/c0027__/,c6 bank
https://www.instagram.com/banconeon.equipe/,neon
bradesco-meuspontos.co.ua,bradesco
atendimentoc6bank__24h_,c6 bank
kopenhagen_jau,kopenhagen
https://www.99images.com/apps/business/br.com.bb.segmais,banco do brasil
arch.bradescard.apctsolutionsmx.com,bradesco
chaves_corretora_seguros,desconhecido
contrate_emprestimos_nahora,desconhecido
*.debitosonlinecpfl.quest,cpfl
americanasimports.com,americanas
https://webcontasimples.com/simples/account/,conta simples
consigc6.online,c6 bank
https://petrobraseua.online,petrobras
https://conta-simplesweb.ml/account/,conta simples
https://www.instagram.com/c6bank_online_oficial_sacbra/,c6 bank
mercadopago.dog,mercado livre
vagasgrupodpsp.99jobs.com,dpsp
https://www.instagram.com/c6fraude/,c6 bank
alpekpolyesters.com,desconhecido
https://ifood.beacademy.com.br/,ifood
mercadolivre.comm,mercado livre
www.wwww.santandersbank.com,santander
zzxempreendimentos,desconhecido
lopes_mercadopago1,mercado livre
*.eusoumovidasp.com,movida
https://es.luckymodapk.com/console-de-vendas-mobile-mod/com.raizen.consolevendas/,raizen
https://m.facebook.com/703642456340494/photos/a.703651993006207/703651879672885/,desconhecido
https://sites.google.com/view/faleconoscose/in%C3%ADcio,desconhecido
menthor.investimentos,desconhecido
bradescosucks.com,bradesco
borabill2075,desconhecido
https://www.instagram.com/c6_banco/,c6 bank
www.bradesco.conveniopj.com.br,bradesco
euvocenaamericanas.shop,americanas
https://sites.google.com/view/rene-volks/in%C3%ADcio,banco volkswagen
centralsaudebradesco.corretordesaude.com.br,bradesco
https://simplescontaentrefacil.com/#/?_ga=3ZDwqPo1Owb3Jwf6I9If&op=NjeFdonx35TmTKsTVjgZ4l8BX7OMf6nUklOceCcBiD6DPA5JrNgo6YPFRAEgnfn1hqHkNOfNWSWLq4BchB4LP0RMsVXUWXr2hVOSWpnWknFaORYHTXJMyvEW3vfO3Dvfk4esEd5Yot7cSsMsNvGN3XRB8eYKlw7DOLOYkUIfH5,conta simples
fabianabecker_creditoinvest,desconhecido
https://apkpure.com/br/emob/com.raizen.emob,raizen
https://github.com/guibraddock/cloudeasy4g/blob/95336916fa33bd6e3777dc3e09ae77acb8dde1c7/attcloudeasyvpn,c6 bank
*.coporate-centra-suporte-bb.cfd,banco do brasil
ameridanas.com,americanas
bancosantander-verifica.co,santander
https://sites.google.com/view/portaldoclientevwvolkswagen/in%C3%ADcio,banco volkswagen
mara_bia27,desconhecido
_.quinto.andar_,quinto andar
contadigital-banc0inter.com,banco inter
bancodobrasil08.editaldeintimacaoemjuizo.pics,banco do brasil
www.actinius.io,desconhecido
disponivelpontos-liveloebradesco.erze.com.tr,bradesco
banconubank.com.br,nubank
*.americanasofertas.ga,americanas
mobiles-bancosantander.com,santander
jovemaprendizbradesco.com,bradesco
americanas-br.xyz,americanas
https://apkfun.com/down_Fretebras.19495136.html,fretebras
https://www.ifreeware.net/pt/download-br-com-bradesco-netempresa.html,bradesco
https://contasimples-digital-acesso.ga/login/?&hash=JsfZAiXiNVubmeHBaLPDbAJLAWCQwSEkKgnysNfEfrktaCYyHMjCafoKvxmr,conta simples
www.lojasamericanas.store,americanas
https://twitter.com/C6BankSabrina,c6 bank
n12accesonetempresa.com,bradesco
allianzsegurosrodolfogarcia,desconhecido
nuinvest2023_,nubank
cpanel.solucoes-cetip.com,b3
https://apkcombo.com/pt/emob/com.raizen.emob/,raizen
bank_bb_suporte_,banco do brasil
https://www.instagram.com/c6ba.nkcentral/,c6 bank
santanders.online,santander
cielo_brasil1945,cielo
www.planobradescosaude.com,bradesco
raizenbrasil.com,raizen
agente__bancodobrasil,banco do brasil
https://www.instagram.com/time_neon_ajuda_24h/,neon
clientesantandefinanciamentos.com,santander
https://www.instagram.com/acessoonline/,votorantim
quitefacilpan.com,banco pan
*.arrudas.net,desconhecido
original-bitcoin.pages.dev,banco original
www.bradesconetempresa.xado.tj,bradesco
quintoandar7128.zendesk.com,quinto andar
seminovosmovidamarcel,movida
*.office.estrelaconsignados.com.br,desconhecido
bradesco.chavepj.online,bradesco
https://erdroid.com/pt/inter-conta-digital-completa/br.com.intermedium,banco inter
hacker0027___,desconhecido
https://originalsecurity.ga/nogooglebot/#/,banco original
pixdiario66,desconhecido
academieloreal_ec,loreal
https://apkfun.com/down_Acelera.7491435.html,desconhecido
www.bradesco.ativacaopj.online,bradesco
atendemobile.com,desconhecido
nubankr.com,nubank
bradesco.ofcc,bradesco
https://www.9apps.com/android-apps/PagPronto/,desconhecido
bradesco.nexhomolog.com.br,bradesco
assistenteinter,banco inter
dsndespegar,desconhecido
sni.cloudflaressl.com,desconhecido
suporteb3.com,b3
c6bank.dominique,c6 bank
financiamentooline,desconhecido
mariatorres_.1,desconhecido
secundarias-bradescoacesso.com,bradesco
quitapanbr.com,banco pan
ww25.bancodesantander.es,santander
contasimples-pj.ga,conta simples
aymresgate.com,santander
pix.fake.atualizado,desconhecido
https://www.apkmirror.com/apk/banco-do-brasil-sa/banco-do-brasil/banco-do-brasil-8-16-0-1-release/banco-do-brasil-8-16-0-1-2-android-apk-download/,banco do brasil
raphaoperador_do_c6bank,c6 bank
https://www.instagram.com/c6bank_2022/,c6 bank
americanas_largo_santa_rita772,americanas
santanderglobalbank.com,santander
financeiranubank,nubank
https://ibcontaslmples.ml/,conta simples
*.mercadopago.design,mercado livre
https://www.instagram.com/b.vfinanceira/,votorantim
reneadvocaciabancaria.com,desconhecido
bradesco-celular.com,bradesco
qd-lucree-client-service-pr-2.stg.services.quero.io,desconhecido
*.resgate-bblivelo.co,banco do brasil
https://apkfun.com/pt/down_Banco-Inter-conta-digital-completa-e-gratuita.28422554.html,banco inter
quintoandar2179.zendesk.com,quinto andar
credconsiga.com.br,desconhecido
bancobvquitacao,bv financeira
https://www.instagram.com/atendimento_timeneon_online/,neon
xn--quitaosafrasegundaviaboleto-mjc9i.com,safra
www12a.portalsapp.bradesco.com.br,bradesco
https://www.instagram.com/christianoc6bank/,c6 bank
bradescoresgate.gerentechat.com,bradesco
nu_digitalinvest,nubank
https://www.instagram.com/central__c6bank__/,c6 bank
brasilcacau_marilialago,brasil cacau
livelodesco.online,livelo
https://www.instagram.com/rodobenscaminhoescuiaba/,rodobens
*.bancodobrasilc360.com.br,banco do brasil
mercado.pago_suportebr,mercado livre
banco-bradescoempresas.online,bradesco
https://www.instagram.com/maria.bancooriginal/,banco original
https://sacbrdigital.com/,desconhecido
profissaomotofrete.segurorendaentregador.com.br,desconhecido
https://www.instagram.com/sacc6bank__24h__online__/,c6 bank
http://nomadiis.com/,desconhecido
http://www.gavipconsult.com/,desconhecido
http://cosan-raizen.com,raizen
tradeavance.oficial,desconhecido
santanderresgatepontos.club,santander
teleoncologia.inovaeinstein.com.br,einstein
https://sites.google.com/view/volksrio/in%C3%ADcio,banco volkswagen
https://genuineneutral.top/wyq6WoXj/petrobras/?_t=1648653143760#1648653145470,petrobras
https://www.instagram.com/c6.sac.suporte/,c6 bank
demo10.amedigital.vn,ame digital
raizen-production.com,raizen
https://veiculosemdia1.site/,desconhecido
focu12,desconhecido
stephanie_suportewillbnk,will bank
americanasafogados,americanas
https://www.buysdailydeals.shop/,desconhecido
mouradubeux_orquidario,grupo moura
*.alelorango.pages.dev,alelo
http://www.aclaministry.com/,desconhecido
www.fgts.agnuspromotora.com.br,desconhecido
ifoodbrasil_2k22oficial,ifood
suporteb3.com.br,b3
locadora_deveiculos,desconhecido
bancopan.tec,banco pan
seguro-bancosantander.com,santander
suporte_bancopan00875400,banco pan
feitoparavoceamericanas.com,americanas
promocoesimperdiveisamericanas.com,americanas
americanas.1158,americanas
https://sites.google.com/view/drbi-nkml/in%C3%ADcio,desconhecido
ofertass_limoeiro,desconhecido
https://www.instagram.com/atendimento_banco_original_of/,banco original
conexao.c6bank.taubate,c6 bank
correspondente_bradesco_,bradesco
medcel_facid,desconhecido
mercadopago.dog,mercado livre
botsantandercap.flexcontact.com.br,santander
http://cpcalendars.castle-lion.com/,desconhecido
quinto_andar_imoveis_,quinto andar
https://www.instagram.com/official_lucas.mclaro/,claro
americanasorgpe.site,americanas
https://www.instagram.com/bancoc6_fgts/,c6 bank
https://www.instagram.com/c6bank_sac_01/,c6 bank
cpcalendars.acordofechadosp.com,desconhecido
onlypay.zendesk.com,desconhecido
revistadrogariasaopaulo.com.br,dpsp
www.testemercadopago.rifletti.com.br,mercado livre
americanas.smash.gifts,americanas
